,chemicalIdx,Chemical,Mass to measure (in grams),Actual mass measured,CH3CN,CCl2H2
0,1,Iron(II) tetrafluoroborate hexahydrate,0.04786459,0.0535,5283.167925739397,0.0
1,2,Zinc tetrafluoroborate,0.0260509999999999,0.0277,3863.319386331939,0.0
2,3,Yittrium(III) trifluoromethanesulfonate,0.1463580299999999,0.1471,9146.132945353254,0.0
3,4,Tetrakis(acetonitrile)copper(I) tetrafluoroborate,0.0,0.0,0.0,0.0
4,5,Silver tetrafluoroborate,0.0,0.0,0.0,0.0
5,6,"1,10-Phenanthroline-2,9-dicarbaldehyde",0.0,0.0,0.0,0.0
6,7,"Pyridine-2,6-dicarbaldehyde",0.0,0.0,0.0,0.0
7,8,"2,2'-(Ethane-1,2-diyl)dianiline",0.037321813,0.0388,4061.396167737755,0.0
8,9,"2,2'-(Ethane-1,2-diylbis(oxy))diethanamine",0.020586369,0.0234,877.1337966399028,2631.4013899197084
9,10,"2,2'-Oxydiethanamine",0.0,0.0,0.0,0.0
10,11,"4,4'-Methylenedianiline",0.0299769119999999,0.0321,3597.9689969400447,0.0
11,12,",3-Benzenedimethanamine",0.018916791,0.0222,3622.3902880779306,0.0
12,13,"Adamantane-1,3-diamine",0.0,0.0,0.0,0.0
13,14,"4,4'-(9H-AdamantaeFlurene-9,9diyl)dianiline",0.052684128,0.054,3443.921478590288,0.0
14,15,"(S)-4,5,6,7-Tetrahydro-benzothiazole-2,6-diamine",0.0,0.0,0.0,0.0
15,16,"[2,2'-Bipyridine]-4,4'-diamine",0.0,0.0,0.0,0.0
16,17,"Naphthalene-1,8-diamine",0.0239198399999999,0.0256,3596.010675656694,0.0
17,18,"4,4'-Oxydianiline",0.0278133359999999,0.0315,3495.8050339592487,0.0
18,19,"6-Methyl-1,3,5-triazine-2,4-diamine",0.0,0.0,0.0,0.0
19,20,"(R)-(+)-1,1'-Binaphthyl-2,2'-diamine",0.0,0.0,0.0,0.0
20,21,6-Methylpyridine-2-carboxaldehyde,0.036632736,0.0392,3595.4726395538673,0.0
21,22,6-Phenylpicolinaldehyde,0.0,0.0,0.0,0.0
22,23,"[2,2'-Bipyridine]-6-carbaldehyde",0.0,0.0,0.0,0.0
23,24,2-Quinolinecarboxaldehyde,0.0,0.0,0.0,0.0
24,25,5-Methylpicolinaldehyde,0.0455728679999999,0.0466,4274.209821510466,0.0
25,26,8-methoxyquinoline-2-carbaldehyde,0.0,0.0,0.0,0.0
26,27,"[1,8]Naphthyridine-2-carbaldehyde",0.0,0.0,0.0,0.0
27,28,4-Formyl-2-methylthiazole,0.047837592,0.0489,4272.832127503408,0.0
28,29,6-Methoxypyridine-2-carbaldehyde,0.0448447799999999,0.0471,3816.0517232997922,0.0
29,30,1-Methyl-2-imidazolecarboxaldehyde,0.0495495,0.0509,5136.277863550591,0.0
30,31,1-Methyl-1H-benzimidazole-2-carbaldehyde,0.0,0.0,0.0,0.0
31,32,"4-Methyl-1,3-thiazole-2-carbaldehyde",0.0,0.0,0.0,0.0
