INDEX,FILE_NAME,FILE_TEXT,MS_FILE,MS_TUNE_FILE,INLET_FILE,SAMPLE_LOCATION,INJ_VOL
1,23batch0,23batch0,SupraChemCage,SupraChemCage,SupraChemCage,1:1,1
2,1,1,SupraChemCage,SupraChemCage,SupraChemCage,1:2,1
3,2,2,SupraChemCage,SupraChemCage,SupraChemCage,1:3,1
4,3,3,SupraChemCage,SupraChemCage,SupraChemCage,1:4,1
5,4,4,SupraChemCage,SupraChemCage,SupraChemCage,1:5,1
6,5,5,SupraChemCage,SupraChemCage,SupraChemCage,1:6,1
7,6,6,SupraChemCage,SupraChemCage,SupraChemCage,1:7,1
8,7,7,SupraChemCage,SupraChemCage,SupraChemCage,1:8,1
9,8,8,SupraChemCage,SupraChemCage,SupraChemCage,1:9,1
10,9,9,SupraChemCage,SupraChemCage,SupraChemCage,1:10,1
11,10,10,SupraChemCage,SupraChemCage,SupraChemCage,1:11,1
12,11,11,SupraChemCage,SupraChemCage,SupraChemCage,1:12,1
13,12,12,SupraChemCage,SupraChemCage,SupraChemCage,1:13,1
14,13,13,SupraChemCage,SupraChemCage,SupraChemCage,1:14,1
15,14,14,SupraChemCage,SupraChemCage,SupraChemCage,1:15,1
16,15,15,SupraChemCage,SupraChemCage,SupraChemCage,1:16,1
17,16,16,SupraChemCage,SupraChemCage,SupraChemCage,1:17,1
18,17,17,SupraChemCage,SupraChemCage,SupraChemCage,1:18,1
19,18,18,SupraChemCage,SupraChemCage,SupraChemCage,1:19,1
20,19,19,SupraChemCage,SupraChemCage,SupraChemCage,1:20,1
21,20,20,SupraChemCage,SupraChemCage,SupraChemCage,1:21,1
22,21,21,SupraChemCage,SupraChemCage,SupraChemCage,1:22,1
23,22,22,SupraChemCage,SupraChemCage,SupraChemCage,1:23,1
24,23,23,SupraChemCage,SupraChemCage,SupraChemCage,1:24,1
25,24,24,SupraChemCage,SupraChemCage,SupraChemCage,1:25,1
26,25,25,SupraChemCage,SupraChemCage,SupraChemCage,1:26,1
27,26,26,SupraChemCage,SupraChemCage,SupraChemCage,1:27,1
28,27,27,SupraChemCage,SupraChemCage,SupraChemCage,1:28,1
29,28,28,SupraChemCage,SupraChemCage,SupraChemCage,1:29,1
30,29,29,SupraChemCage,SupraChemCage,SupraChemCage,1:30,1
31,30,30,SupraChemCage,SupraChemCage,SupraChemCage,1:31,1
32,31,31,SupraChemCage,SupraChemCage,SupraChemCage,1:32,1
33,32,32,SupraChemCage,SupraChemCage,SupraChemCage,1:33,1
34,33,33,SupraChemCage,SupraChemCage,SupraChemCage,1:34,1
35,34,34,SupraChemCage,SupraChemCage,SupraChemCage,1:35,1
36,35,35,SupraChemCage,SupraChemCage,SupraChemCage,1:36,1
37,36,36,SupraChemCage,SupraChemCage,SupraChemCage,1:37,1
38,37,37,SupraChemCage,SupraChemCage,SupraChemCage,1:38,1
39,38,38,SupraChemCage,SupraChemCage,SupraChemCage,1:39,1
40,39,39,SupraChemCage,SupraChemCage,SupraChemCage,1:40,1
41,40,40,SupraChemCage,SupraChemCage,SupraChemCage,1:41,1
42,41,41,SupraChemCage,SupraChemCage,SupraChemCage,1:42,1
43,42,42,SupraChemCage,SupraChemCage,SupraChemCage,1:43,1
44,43,43,SupraChemCage,SupraChemCage,SupraChemCage,1:44,1
45,44,44,SupraChemCage,SupraChemCage,SupraChemCage,1:45,1
46,45,45,SupraChemCage,SupraChemCage,SupraChemCage,1:46,1
47,46,46,SupraChemCage,SupraChemCage,SupraChemCage,1:47,1
48,47,47,SupraChemCage,SupraChemCage,SupraChemCage,1:48,1
